song_title,explicit,artists,artist_ids,genres,release_date,lyrics,sentiments,languages,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Sittin' Throwin' Rocks,False,"['Leonell Cassio', 'Lily Hain']","['6eDNZIYQgbKYmKUdDqx9xC', '6pOeDonXkaJP97HZQOXReL']",[],2020-04-24,"Sittin' Throwin' Rocks Sittin' Throwin' Rocks Sittin' Throwin' Rocks Im doing my best not to run away Sittin' Throwin' Rocks Sittin' Throwin' Sittin' Throwing Rocks against the pavement hoping it will cave in and swallow me whole Wondering why my mind keeps on spinning this isn't how living to me was told Why am I like this, something's always a miss Can't put my finger on it but its there Wait for it to subside but my mind wont abide Waiting for the clear Is it bad sometimes I like it when I lose control Its something in it that's so beautiful Sittin' Throwin' Rocks Sittin' Throwin' Rocks Sittin' Throwin' Rocks Sittin' Throwin' Rocks Sittin' Throwin' Rocks Sittin' Throwin' Rocks Sittin' Throwin' Listen I can see the light of day Sittin' Throwin' Rocks Sittin' Throwin' Rocks But I can also see the bones decay Sittin' Throwin' Rocks Sittin' Throwin' I don't know what else there is to say Sittin' Throwin' Rocks Sittin' Throwin' Rocks Im doing my best not to run away Sittin' Throwin' Rocks Sittin' Throwin' Sittin' Throwing Rocks against the pavement hoping it will cave in and swallow me whole Wondering how the world keeps on spinning kinda scared of living when it unfolds Hard to see the light when everything is silent, waiting for the clear Thankful im alive but terrified of dying but hey im still here Is it bad sometimes I like it when I lose control Its something in it that's so beautiful Listen I can see the light of day Sittin' Throwin' Rocks Sittin' Throwin' Rocks But I can also see the bones decay Sittin' Throwin' Rocks Sittin' Throwin' I don't know what else there is to say Sittin' Throwin' Rocks Sittin' Throwin' Rocks Im doing my best not to run away Sittin' Throwin' Rocks Sittin' Throwin' (Sittin' Throwin' Rocks Sittin' Throwin' Sittin' Throwin' Rocks Sittin' Throwin' Im doing my best not to run away Sittin' Throwin' Rocks Sittin' Throwin')","[0, 0, 0.9090312719345093, 0, 0, 0, 0]",['en'],0.843,0.663,11,-9.248,0,0.17,0.164,0.000772,0.0431,0.543,126.026,audio_features,6Qkx39z7EvqQ6YWTwjfYv1,spotify:track:6Qkx39z7EvqQ6YWTwjfYv1,https://api.spotify.com/v1/tracks/6Qkx39z7EvqQ6YWTwjfYv1,https://api.spotify.com/v1/audio-analysis/6Qkx39z7EvqQ6YWTwjfYv1,217171,4
Julieta,False,['kamaitachi'],['1ISc8zhrqxd5WrJMkMMLSm'],['musica triste brasileira'],2021-06-04,"Anda de jeito desleixado Sua playlist vai de black metal ao clássico Eu curto Eyeless e ela Can You Feel My Heart Eu juro a lua e ela coloniza marte Se apresenta como sentença Ela faz peças se tornando a Julieta Destruo o mundo enquanto ela conserta Ela protagoniza as fábulas incertas E acerta bem cheio, no meio Como um franco atirador A mira travada no peito Puxou o gatilho e acertou Tu fala e eu fico sem jeito Seu jeito já me deslocou Tu mostra um sorriso de canto Pro mundo além desse eu vou ♪ Você faz eu dar atenção às cores Mesmo viciada em Mayhem, em Mayhem Eu juro, tô querendo ver sua peça Mas ainda não arranjei passagem para o trem Eu vou de bicicleta Pedalar em direção a sua peça Porque assim meu coração fica em festa Dança conforme você se reinventa Enquanto gira o vento do seu amor me leva Faça eu flutuar, Jasmim Que eu toco pra você Os Mutantes Mostra pra mim que existe a quarta dimensão pra ir Eu sou um morto escolhido Upa minha destreza, minha firekeeper Sabemos que o mundo é nosso Pois só caminhamos em solo firme Jasmim, me mostra o que tem por aí Faça assim: me passa teu número Claro, ou sim? Que eu te mando o link da minha playlist Tu faz Julieta, eu lembro Tchaikovsky Jasmim Um dia te encontro além dos meus sonhos Um dia te encontro além dos meus sonhos Jasmim Um dia te encontro além dos meus sonhos Jasmim Um dia te encontro além dos meus sonhos Jasmim Um dia te encontro além dos meus sonhos ","[0, 0, 0, 0, 0, 0.5685634613037109, 0]",['pt'],0.526,0.476,8,-9.148,1,0.0429,0.126,0.0,0.0977,0.356,104.747,audio_features,6QlotyGlpPfEX4eGsvbhCh,spotify:track:6QlotyGlpPfEX4eGsvbhCh,https://api.spotify.com/v1/tracks/6QlotyGlpPfEX4eGsvbhCh,https://api.spotify.com/v1/audio-analysis/6QlotyGlpPfEX4eGsvbhCh,156155,4
Jack Parrow,True,['Over12 RD'],['6INnhmK0zRZWHWqGL4C7F2'],[],2021-12-16,,[],[],0.693,0.578,1,-6.522,1,0.109,0.246,0.000508,0.0852,0.409,129.887,audio_features,6Qmg4m0DHZzCu6VaXyPVGZ,spotify:track:6Qmg4m0DHZzCu6VaXyPVGZ,https://api.spotify.com/v1/tracks/6Qmg4m0DHZzCu6VaXyPVGZ,https://api.spotify.com/v1/audio-analysis/6Qmg4m0DHZzCu6VaXyPVGZ,135668,4
Whatever It Takes,False,['Imagine Dragons'],['53XhwfbYqKCa1cC15pYq2q'],"['modern rock', 'pop', 'rock']",2017-06-23,"Falling too fast to prepare for this Tripping in the world could be dangerous Everybody circling is vulturous Negative, nepotist Everybody waiting for the fall of man Everybody praying for the end of times Everybody hoping they could be the one I was born to run, I was born for this Whip, whip Run me like a racehorse Hold me like a ripcord Break me down and build me up I wanna be the slip, slip Word upon your lip, lip Letter that you rip, rip Break me down and build me up Whatever it takes 'Cause I love the adrenaline in my veins I do whatever it takes 'Cause I love how it feels when I break the chains Whatever it takes Yeah, take me to the top, I'm ready for Whatever it takes 'Cause I love the adrenaline in my veins I do what it takes Always had a fear of being typical Looking at my body, feeling miserable Always hanging on to the visual I wanna be invisible Looking at my years like a martyrdom Everybody needs to be a part of 'em Never be enough, I'm the prodigal son I was born to run, I was born for this Whip, whip Run me like a racehorse Hold me like a ripcord Break me down and build me up I wanna be the slip, slip Word upon your lip, lip Letter that you rip, rip Break me down and build me up Whatever it takes 'Cause I love the adrenaline in my veins I do whatever it takes 'Cause I love how it feels when I break the chains Whatever it takes Yeah, take me to the top, I'm ready for Whatever it takes 'Cause I love the adrenaline in my veins I do what it takes Hypocritical, egotistical Don't wanna be the parenthetical Hypothetical, working onto something that I'm proud of Out of the box, an epoxy to the world and the vision we've lost I'm an apostrophe, I'm just a symbol to remind you that there's more to see I'm just a product of the system of catastrophe And yet a masterpiece, and yet I'm half diseased And when I am deceased At least I'll go down to the grave and die happily Leave the body of my soul to be a part of thee I do what it takes Whatever it takes 'Cause I love the adrenaline in my veins I do whatever it takes 'Cause I love how it feels when I break the chains Whatever it takes Yeah, take me to the top, I'm ready for Whatever it takes 'Cause I love the adrenaline in my veins I do what it takes ","[0, 0, 0, 0, 0, 0.9772405028343201, 0]",['en'],0.672,0.655,10,-5.021,0,0.031,0.0362,0.0,0.117,0.555,134.948,audio_features,6Qn5zhYkTa37e91HC1D7lb,spotify:track:6Qn5zhYkTa37e91HC1D7lb,https://api.spotify.com/v1/tracks/6Qn5zhYkTa37e91HC1D7lb,https://api.spotify.com/v1/audio-analysis/6Qn5zhYkTa37e91HC1D7lb,201240,4
Там,False,['Stas Mikhaylov'],['3u5JLGdFeioXFOYEzJNZri'],"['classic russian pop', 'russian pop']",2014,,[],[],0.528,0.908,10,-4.44,0,0.175,0.194,0.0,0.273,0.676,83.712,audio_features,6QnkfkCQH1BQ2shOXe7fnG,spotify:track:6QnkfkCQH1BQ2shOXe7fnG,https://api.spotify.com/v1/tracks/6QnkfkCQH1BQ2shOXe7fnG,https://api.spotify.com/v1/audio-analysis/6QnkfkCQH1BQ2shOXe7fnG,219747,4
Bailando - Paul Guetta Uplifiting Edit,False,['Estúdio Paradiso'],['0wWVTLzHIddJHUmnN6FJpg'],[],2014-10-01,,[],[],0.642,0.852,6,-6.995,0,0.0552,0.00159,1.01e-05,0.292,0.499,127.993,audio_features,6QoEv2xGuvSGvhiELy4ydE,spotify:track:6QoEv2xGuvSGvhiELy4ydE,https://api.spotify.com/v1/tracks/6QoEv2xGuvSGvhiELy4ydE,https://api.spotify.com/v1/audio-analysis/6QoEv2xGuvSGvhiELy4ydE,231262,4
Season of the Witch,False,['Stoned Jesus'],['23lyMLxYNPS15hpVvFNptR'],"['stoner metal', 'stoner rock']",2023-03-03,,[],[],0.366,0.691,0,-6.781,1,0.0301,0.00153,0.344,0.185,0.257,88.002,audio_features,6QowL39dZ4mc9PqrrW7yOG,spotify:track:6QowL39dZ4mc9PqrrW7yOG,https://api.spotify.com/v1/tracks/6QowL39dZ4mc9PqrrW7yOG,https://api.spotify.com/v1/audio-analysis/6QowL39dZ4mc9PqrrW7yOG,694189,4
Rawr x3 Nuzzles U Type Beat,False,['Aman Azad'],['7mYo8W7rw1hL5aA9xUmJoV'],[],2022-01-16,,[],[],0.809,0.516,9,-10.371,1,0.0385,0.00328,0.91,0.101,0.884,102.997,audio_features,6QrocN1aMx5R7X5tzUOp8F,spotify:track:6QrocN1aMx5R7X5tzUOp8F,https://api.spotify.com/v1/tracks/6QrocN1aMx5R7X5tzUOp8F,https://api.spotify.com/v1/audio-analysis/6QrocN1aMx5R7X5tzUOp8F,128592,4
Dancing With A Stranger (with Normani),False,"['Sam Smith', 'Normani']","['2wY79sveU1sp5g7SokKOiI', '2cWZOOzeOm4WmBJRnD5R7I']","['dance pop', 'pop', 'uk pop', 'dance pop', 'pop', 'post-teen pop', 'r&b']",2019-01-11,"Hmm, hmm  I don't wanna be alone tonight (alone tonight) It's pretty clear that I'm not over you (over you) I'm still thinking 'bout the things you do (things you do) So I don't want to be alone tonight, alone tonight, alone tonight Can you light the fire? (Light the fire) I need somebody who can take control (take control) I know exactly what I need to do 'Cause I don't want to be alone tonight, alone tonight, alone tonight Look what you made me do I'm with somebody new Ooh, baby, baby, I'm dancing with a stranger Look what you made me do I'm with somebody new Ooh, baby, baby, I'm dancing with a stranger Dancing with a stranger I wasn't even going out tonight (out tonight) But boy I need to get you off my mind (off my mind) I know exactly what I have to do I don't want to be alone tonight, alone tonight, alone tonight Look what you made me do I'm with somebody new Ooh, baby, baby, I'm dancing with a stranger Look what you made me do I'm with somebody new Ooh, baby, baby, I'm dancing with a stranger Dancing with a stranger Dancing with a stranger Dancing, yeah, ooh ♪ Look what you made me do (mhmm) I'm with somebody new Ooh, baby, baby, I'm dancing with a stranger Look what you made me do I'm with somebody new Ooh, baby, baby, I'm dancing with a stranger I'm dancing, I'm dancing (ooh) I'm dancing, I'm dancing (dancing with a stranger) I'm dancing, I'm dancing (dancing with a stranger) I'm dancing, I'm dancing (dancing with a stranger) ","[0, 0, 0.72428297996521, 0, 0, 0, 0]",['en'],0.741,0.52,8,-7.513,1,0.0656,0.447,1.97e-06,0.222,0.347,102.998,audio_features,6Qs4SXO9dwPj5GKvVOv8Ki,spotify:track:6Qs4SXO9dwPj5GKvVOv8Ki,https://api.spotify.com/v1/tracks/6Qs4SXO9dwPj5GKvVOv8Ki,https://api.spotify.com/v1/audio-analysis/6Qs4SXO9dwPj5GKvVOv8Ki,171030,4
Rooh - Remix,False,"['Young Stunners', 'Talha Anjum', 'Talhah Yunus']","['01PyusFVbXgoD5Kl1mR8CC', '69xcFpmqTOmFNOL08Bxyci', '3mGW1eoqwNtCxd8R3hIOM5']","['desi hip hop', 'pakistani hip hop', 'desi hip hop', 'hindi hip hop', 'pakistani hip hop', 'desi hip hop', 'pakistani hip hop']",2017-07-01,توں... کہندی سن لئے بتھیرے وے میں جھوٹھے لاڑے تیرے راجے یار توں... نالے موڑ چلی، تحفے جہڑے تینوں میننے دتے ہیرئے توں... چھڈّ جا، چھڈّ نہ سوکھا تیرے واسطے، سوہنیئے توں... بلو یاد رکھی، آپا کہڑے تیرے پچھے مار چلے جے وی تیری یاد آئے، دلدار کنے تیرے بعد آئے توں جدوں دی میتھوں رس کے گئی روح توں دل وچوں کڈھ لے گئی نہ ملے میننوں اپنا پتہ نہ جگ دے ایتباراں نے توں جدوں دی میتھوں رس کے گئی روح توں دل وچوں کڈھ لے گئی میں جو نا ہوا وہ ذکر میں نا تھا جہاں وہ جدھر ملاقاتیں سب مختصر سی کیوں؟ ہم وقت کے وہ دو پہر جو مل کے بھی ملتے نہیں ہم ایک دوسرے سے خفا پکڑتے گلیہ بھی نہیں نہیں نہیں۔۔۔ مردے میں طاقت اور تجھے میں صداقت نہیں نہیں نہیں۔۔۔ جہاں سے چھوڑا تھا تو نے میں تو اب بھی وہیں وہیں وہیں۔۔۔ وہیں کہیں اگر نہیں تو سوچو میں رہا ہی نہیں اب اس شہر میں اب میرا گھر نہیں میں جیسے بھٹکتی روح Yeah یہاں سے وہاں پھروں Yeah ہاتھوں میں ور قل شام اور باتیں میں خود سے کروں وہ کہتے میں پیتا ہوں، کیوں؟ کیوں؟ کیوں کرتا خود کو برباد میں کہتا میں پیتا ہوں، یوں کہ آئے نا مجھے پھر اسکی یاد ایک اسکے آنے سے پہلے اور ایک اسکے جانے کے بعد اور ایک نشہ کرنے سے پہلے اور ایک اتارنے کے بعد Yeah سنا افسانوں میں کے آسمانوں میں ملتے ہیں جوڑے سبھی (what) پر کرے نا جو وعدہ خلافی تو ہم بھی نا توڑے کبھی Yeah I don't know Outta sight out of mind میں Yeah I don't know کیوں کھیچوں چٹے کی line میں I don't know جتنی cute اتنی mean بھی I don't know جتنی جھوٹھی تو اتنی حسین بھی جے وی تیری یاد آئے، دلدار کنے تیرے بعد آئے توں جدوں دی میتھوں رس کے گئی روح توں دل وچوں کڈھ لے گئی نہ ملے میننوں اپنا پتہ نہ جگ دے ایتباراں نے توں جدوں دی میتھوں رس کے گئی روح توں دل وچوں کڈھ لے گئی,"[0, 0, 0, 0, 0.41320911049842834, 0, 0]","['pnb', 'ur']",0.629,0.652,1,-7.456,0,0.0577,0.11,0.0,0.117,0.29,141.9,audio_features,6QvERzP8acI1XKDoZp5MWo,spotify:track:6QvERzP8acI1XKDoZp5MWo,https://api.spotify.com/v1/tracks/6QvERzP8acI1XKDoZp5MWo,https://api.spotify.com/v1/audio-analysis/6QvERzP8acI1XKDoZp5MWo,262034,4
"Medley: Girl (Why You Wanna Make Me Blue)/Beauty Is Only Skin Deep/You're My Everything/My Girl/Ain't Too Proud To Beg - Live From ""The Temptations Show""/1968",False,['The Temptations'],['3RwQ26hR2tJtA8F9p2n7jG'],"['memphis soul', 'motown', 'soul']",1968-01-01,"I love you girl, with all my heart and soul I can't understand why you treat me cold Your every wish, girl, is my command And that's why I can't seem to understand why Girl, girl, girl why you want to make me blue I'm askin' you girl, girl, girl why you want to make me blue, so blue ♪ So in love, sad as can be 'Cause a pretty face got the best of me Suddenly, you came into my life And gave it meaning and pure delight Now, good looks, I've learned to do without 'Cause now I know it's love that really counts 'Cause I know that (beauty's only skin deep, yeah, yeah, yeah) I know that beauty's only skin deep, oh yeah (yes indeed) Oh baby oh You surely must know magic, girl 'Cause you changed my life It was dull and ordinary But you made it sunny and bright Now I was blessed the day I found you I'm gonna build my whole world around you You're everything good, girl and you're all that matters to me You're my everything (you're my everything) You're my everything (you're my everything) You're my everything (yes you are, you're my everything) America you're the sweetest thing You're my everything (you're my everything) I don't need no money Fortune or fame I got all the riches darlin' darlin' One man can claim Well, I guess you say What can make me feel this way My girl, I'm talkin' 'bout my girl My girl (talkin' bout my girl) I got sunshine on a cloudy day Huuuuuu I know you wanna leave me But I refuse to let you go If I have to beg and plead for your sympathy I don't mind, 'cause you mean that much to me Ain't too proud to beg and you know it (sweet darlin') Please don't leave me girl (don't you go) Ain't too proud to plead, baby, baby Please don't leave me, girl (don't you go) Now I heard a cryin' man Is half a man, with no sense of pride But if I have to cry to keep you I don't mind weepin' if it'll keep you by my side Ain't too proud to beg, sweet darlin' Please don't leave me girl (don't you go) Ain't too proud to plead, baby, baby Please don't leave me girl (don't you go) Don't leave me baby, baby, baby If crying keeps you near me I don't mind crying So don't leave me girl ","[0, 0, 0, 0, 0, 0.9559110403060913, 0]",['en'],0.386,0.713,5,-6.919,1,0.119,0.773,0.0,0.644,0.475,109.909,audio_features,6QvXpvgLEJsyzH0Nx2z3xV,spotify:track:6QvXpvgLEJsyzH0Nx2z3xV,https://api.spotify.com/v1/tracks/6QvXpvgLEJsyzH0Nx2z3xV,https://api.spotify.com/v1/audio-analysis/6QvXpvgLEJsyzH0Nx2z3xV,300986,4
Tijolão - Ao Vivo,False,['Jorge & Mateus'],['1elUiq4X7pxej6FRlrEzjM'],"['arrocha', 'sertanejo', 'sertanejo universitario']",2019-05-24,"Para de postar as coisas Pra me convencer que você está bem, viu? ♪ Eu te conheci depois que a gente largou Será onde é que arrumou todo esse ódio de mim? Agora eu tô aqui, num bar de currutela Abrindo cerveja com dente Tentando te passar pra frente, quem dera! Por que você não me bloqueou? Pra eu parar de chorar em cima da tela Eu vou trocar meu celular pra um Nokia tijolão Que só manda mensagem e faz ligação Se eu ver mais um vídeo seu, sem eu, sendo feliz Certeza que a minha vida vai tar por um triz Me mata não Essa internet virou arma na sua mão Eu vou trocar meu celular pra um Nokia tijolão Que só manda mensagem e faz ligação Se eu ver mais um vídeo seu, sem eu, sendo feliz Certeza que a minha vida vai tar por um triz Me mata não Essa internet virou arma na sua mão ♪ Agora eu tô aqui num bar de currutela Abrindo cerveja com dente Tentando te passar pra frente, quem dera! Por que você não me bloqueou? Pra eu parar de chorar em cima da tela (Quem sabe canta, vai!) Eu vou trocar meu celular (pra um Nokia tijolão) Que só manda mensagem e faz ligação Se eu ver mais um vídeo seu, sem eu, sendo feliz Certeza que a minha vida vai tar por um triz Me mata não Essa internet virou arma na sua mão (Eu vou...) Eu vou trocar meu celular (pra um Nokia tijolão) Que só manda mensagem e faz ligação Se eu ver mais um vídeo seu, sem eu, sendo feliz Certeza que a minha vida vai tá por um triz Me mata não Essa internet virou arma na sua mão Me mata não Essa internet virou arma na sua mão  (Muito obrigado!) ","[0, 0, 0, 0, 0.2733686566352844, 0, 0]",['pt'],0.637,0.877,4,-3.68,0,0.198,0.469,0.0,0.343,0.691,118.889,audio_features,6QwFUcPc5nhsqZuhXUYtV7,spotify:track:6QwFUcPc5nhsqZuhXUYtV7,https://api.spotify.com/v1/tracks/6QwFUcPc5nhsqZuhXUYtV7,https://api.spotify.com/v1/audio-analysis/6QwFUcPc5nhsqZuhXUYtV7,175219,4
